No.,Time,Source,Destination,Protocol,Protocol,Protocol,Protocol,,,time 1,time 2,delay,,delay 1,delay 2,jitter 
4325,37.79015,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,37.79015,37.79458,0.00443,,0.00422,0.00021,-0.00401
4326,37.79458,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,37.79458,37.79479,0.00021,,0.00007,0.00014,0.00006
4327,37.79479,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,37.79479,37.79493,0.00014,,-0.00145,0.00158,0.00303
4328,37.79493,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,37.79493,37.79651,0.00158,,0.00135,0.00024,-0.00111
4329,37.79651,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,37.79651,37.79675,0.00024,,0.00007,0.00017,0.0001
4330,37.79675,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,37.79675,37.79692,0.00017,,-0.04081,0.04098,0.0818
4331,37.79692,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,37.79692,37.8379,0.04098,,0.01239,0.02859,0.0162
4332,37.8379,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,37.8379,37.8665,0.02859,,-0.13825,0.16684,0.3051
4334,37.8665,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,37.8665,38.03334,0.16684,,0.13563,0.03122,-0.10441
4336,38.03334,192.168.43.13,172.217.194.156,TCP,TCP,TCP,TCP,,,38.03334,38.06456,0.03122,,-0.00929,0.04051,0.0498
4337,38.06456,192.168.43.13,47.241.6.33,TCP,TCP,TCP,TCP,,,38.06456,38.10507,0.04051,,0.03501,0.0055,-0.02952
4338,38.10507,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.10507,38.11057,0.0055,,-0.00427,0.00977,0.01404
4339,38.11057,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.11057,38.12033,0.00977,,0.00416,0.00561,0.00145
4344,38.12033,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.12033,38.12594,0.00561,,0.00514,0.00047,-0.00467
4346,38.12594,192.168.43.13,88.214.207.32,TCP,TCP,TCP,TCP,,,38.12594,38.12641,0.00047,,0.00012,0.00035,0.00024
4347,38.12641,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,38.12641,38.12676,0.00035,,0.0002,0.00015,-0.00006
4348,38.12676,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,38.12676,38.12691,0.00015,,-0.00062,0.00077,0.00139
4349,38.12691,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,38.12691,38.12768,0.00077,,-0.00559,0.00636,0.01195
4350,38.12768,192.168.43.13,104.118.155.110,TCP,TCP,TCP,TCP,,,38.12768,38.13403,0.00636,,-0.13467,0.14103,0.27571
4352,38.13403,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.13403,38.27507,0.14103,,0.10898,0.03205,-0.07692
4355,38.27507,172.217.194.156,192.168.43.13,TCP,TCP,TCP,TCP,,,38.27507,38.30712,0.03205,,-0.04124,0.0733,0.11454
4356,38.30712,47.241.6.33,192.168.43.13,TCP,TCP,TCP,TCP,,,38.30712,38.38042,0.0733,,0.07312,0.00018,-0.07293
4357,38.38042,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.38042,38.3806,0.00018,,-0.00011,0.00029,0.0004
4358,38.3806,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.3806,38.38089,0.00029,,0.00029,0,-0.00029
4359,38.38089,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.38089,38.38089,0,,0,0,0
4360,38.38089,104.118.155.110,192.168.43.13,TCP,TCP,TCP,TCP,,,38.38089,38.38089,0,,-0.00021,0.00021,0.00043
4361,38.38089,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.38089,38.38111,0.00021,,-0.00442,0.00463,0.00905
4362,38.38111,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.38111,38.38573,0.00463,,0.00442,0.00021,-0.00421
4363,38.38573,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.38573,38.38595,0.00021,,-0.00263,0.00284,0.00546
4364,38.38595,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.38595,38.38878,0.00284,,0.00206,0.00077,-0.00129
4365,38.38878,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.38878,38.38955,0.00077,,0.00045,0.00032,-0.00013
4367,38.38955,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.38955,38.38988,0.00032,,-0.00041,0.00073,0.00114
4368,38.38988,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.38988,38.39061,0.00073,,-0.00055,0.00128,0.00183
4369,38.39061,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.39061,38.39189,0.00128,,0.00115,0.00012,-0.00103
4372,38.39189,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.39189,38.39201,0.00012,,-0.0003,0.00043,0.00073
4373,38.39201,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.39201,38.39244,0.00043,,0.00022,0.00021,-0.00001
4374,38.39244,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.39244,38.39265,0.00021,,-0.00062,0.00083,0.00145
4375,38.39265,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.39265,38.39347,0.00083,,0.00068,0.00015,-0.00053
4376,38.39347,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,38.39347,38.39362,0.00015,,-0.00028,0.00042,0.0007
4377,38.39362,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.39362,38.39405,0.00042,,0.0003,0.00013,-0.00017
4378,38.39405,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,38.39405,38.39418,0.00013,,-0.00005,0.00018,0.00023
4379,38.39418,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.39418,38.39435,0.00018,,-0.00074,0.00091,0.00165
4380,38.39435,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.39435,38.39527,0.00091,,-0.00026,0.00118,0.00144
4381,38.39527,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.39527,38.39644,0.00118,,0.001,0.00017,-0.00083
4382,38.39644,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.39644,38.39662,0.00017,,-0.00104,0.00121,0.00225
4383,38.39662,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.39662,38.39783,0.00121,,0.00092,0.00029,-0.00063
4384,38.39783,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.39783,38.39812,0.00029,,-0.00124,0.00153,0.00277
4385,38.39812,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.39812,38.39965,0.00153,,0.00136,0.00017,-0.00119
4386,38.39965,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.39965,38.39982,0.00017,,-0.00005,0.00022,0.00027
4387,38.39982,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.39982,38.40004,0.00022,,0.00022,0,-0.00022
4388,38.40004,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.40004,38.40004,0,,-0.00016,0.00016,0.00031
4389,38.40004,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.40004,38.4002,0.00016,,-0.15455,0.15471,0.30925
4390,38.4002,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.4002,38.5549,0.15471,,0.13546,0.01925,-0.11621
4392,38.5549,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,38.5549,38.57415,0.01925,,0.01908,0.00017,-0.01892
4393,38.57415,88.214.207.32,192.168.43.13,TCP,TCP,TCP,TCP,,,38.57415,38.57432,0.00017,,-0.01072,0.01089,0.02162
4394,38.57432,192.168.43.13,88.214.207.32,TCP,TCP,TCP,TCP,,,38.57432,38.58521,0.01089,,-0.02834,0.03923,0.06756
4395,38.58521,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,38.58521,38.62443,0.03923,,0.0388,0.00042,-0.03838
4396,38.62443,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.62443,38.62486,0.00042,,0.00016,0.00026,0.0001
4397,38.62486,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.62486,38.62512,0.00026,,0.00006,0.0002,0.00013
4398,38.62512,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.62512,38.62532,0.0002,,0.00009,0.00011,0.00002
4399,38.62532,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.62532,38.62542,0.00011,,-0.00329,0.0034,0.00668
4400,38.62542,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.62542,38.62882,0.0034,,0.00307,0.00033,-0.00274
4402,38.62882,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.62882,38.62915,0.00033,,0.00017,0.00016,-0.00001
4403,38.62915,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.62915,38.62931,0.00016,,-0.00031,0.00047,0.00079
4404,38.62931,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.62931,38.62978,0.00047,,-0.00017,0.00065,0.00082
4405,38.62978,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,38.62978,38.63043,0.00065,,0.00027,0.00038,0.00012
4406,38.63043,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.63043,38.63081,0.00038,,0.00028,0.00011,-0.00017
4407,38.63081,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.63081,38.63092,0.00011,,-0.00447,0.00457,0.00904
4408,38.63092,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.63092,38.63549,0.00457,,0.0043,0.00027,-0.00403
4409,38.63549,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.63549,38.63576,0.00027,,0.00015,0.00012,-0.00003
4410,38.63576,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.63576,38.63588,0.00012,,-0.00457,0.00469,0.00926
4411,38.63588,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.63588,38.64057,0.00469,,0.00445,0.00024,-0.0042
4412,38.64057,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.64057,38.64082,0.00024,,0.00015,0.0001,-0.00005
4413,38.64082,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.64082,38.64091,0.0001,,-0.00001,0.00011,0.00012
4414,38.64091,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.64091,38.64102,0.00011,,0,0.00011,0.00012
4415,38.64102,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.64102,38.64113,0.00011,,0.00004,0.00007,0.00003
4416,38.64113,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.64113,38.6412,0.00007,,-0.00644,0.00651,0.01294
4417,38.6412,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.6412,38.64771,0.00651,,0.00614,0.00036,-0.00578
4418,38.64771,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.64771,38.64807,0.00036,,0.00022,0.00014,-0.00007
4419,38.64807,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.64807,38.64822,0.00014,,-0.00035,0.0005,0.00085
4420,38.64822,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.64822,38.64872,0.0005,,0.00016,0.00034,0.00018
4421,38.64872,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.64872,38.64906,0.00034,,0.00022,0.00013,-0.00009
4422,38.64906,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.64906,38.64919,0.00013,,-0.00471,0.00484,0.00955
4423,38.64919,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.64919,38.65403,0.00484,,0.00463,0.00021,-0.00443
4424,38.65403,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.65403,38.65423,0.00021,,0.00012,0.00008,-0.00004
4425,38.65423,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.65423,38.65431,0.00008,,-0.00179,0.00187,0.00366
4426,38.65431,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.65431,38.65619,0.00187,,0.0016,0.00028,-0.00132
4427,38.65619,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.65619,38.65646,0.00028,,0.00018,0.0001,-0.00008
4428,38.65646,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.65646,38.65656,0.0001,,-0.00411,0.00421,0.00832
4429,38.65656,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.65656,38.66077,0.00421,,-0.03212,0.03633,0.06846
4430,38.66077,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.66077,38.6971,0.03633,,0.03615,0.00018,-0.03598
4431,38.6971,38.133.127.63,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,38.6971,38.69728,0.00018,,0.00012,0.00006,-0.00006
4432,38.69728,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,38.69728,38.69734,0.00006,,-0.00441,0.00446,0.00887
4433,38.69734,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,38.69734,38.7018,0.00446,,0.00251,0.00195,-0.00056
4434,38.7018,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.7018,38.70375,0.00195,,0.00166,0.00029,-0.00137
4436,38.70375,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.70375,38.70404,0.00029,,-0.0463,0.04659,0.09289
4437,38.70404,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.70404,38.75063,0.04659,,-0.05557,0.10216,0.15773
4438,38.75063,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.75063,38.85279,0.10216,,0.10195,0.00021,-0.10174
4439,38.85279,88.208.8.86,192.168.43.13,TCP,TCP,TCP,TCP,,,38.85279,38.853,0.00021,,-0.00066,0.00086,0.00152
4440,38.853,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,38.853,38.85387,0.00086,,-0.02181,0.02268,0.04449
4441,38.85387,192.168.43.13,88.208.8.86,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,38.85387,38.87654,0.02268,,0.02246,0.00021,-0.02225
4442,38.87654,88.208.8.86,192.168.43.13,TCP,TCP,TCP,TCP,,,38.87654,38.87675,0.00021,,-0.00077,0.00098,0.00175
4443,38.87675,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,38.87675,38.87773,0.00098,,-0.03627,0.03725,0.07353
4444,38.87773,192.168.43.13,88.208.8.86,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,38.87773,38.91499,0.03725,,0.03705,0.0002,-0.03684
4445,38.91499,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.91499,38.91519,0.0002,,-0.00038,0.00058,0.00096
4446,38.91519,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.91519,38.91577,0.00058,,-0.00524,0.00582,0.01106
4447,38.91577,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.91577,38.92159,0.00582,,0.00561,0.00022,-0.00539
4448,38.92159,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.92159,38.92181,0.00022,,-0.00081,0.00103,0.00185
4449,38.92181,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.92181,38.92284,0.00103,,-0.00211,0.00314,0.00525
4450,38.92284,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.92284,38.92598,0.00314,,-0.0374,0.04054,0.07795
4451,38.92598,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.92598,38.96653,0.04054,,0.0403,0.00025,-0.04005
4452,38.96653,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,38.96653,38.96677,0.00025,,-0.00074,0.00098,0.00172
4453,38.96677,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,38.96677,38.96776,0.00098,,-0.13699,0.13798,0.27497
4454,38.96776,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,38.96776,39.10574,0.13798,,0.1376,0.00038,-0.13722
4455,39.10574,88.208.8.86,192.168.43.13,TCP,TCP,TCP,TCP,,,39.10574,39.10611,0.00038,,-0.00089,0.00127,0.00215
4456,39.10611,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,39.10611,39.10738,0.00127,,-0.02912,0.03039,0.05951
4457,39.10738,192.168.43.13,88.208.8.86,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,39.10738,39.13777,0.03039,,0.02537,0.00502,-0.02035
4458,39.13777,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.13777,39.14279,0.00502,,0.0047,0.00032,-0.00439
4459,39.14279,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.14279,39.14311,0.00032,,0.00032,0,-0.00032
4460,39.14311,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.14311,39.14311,0,,-0.00017,0.00017,0.00034
4461,39.14311,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.14311,39.14328,0.00017,,-0.00404,0.00421,0.00825
4462,39.14328,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.14328,39.14749,0.00421,,0.00381,0.0004,-0.00341
4463,39.14749,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.14749,39.14789,0.0004,,0.00025,0.00015,-0.0001
4464,39.14789,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.14789,39.14804,0.00015,,-0.00032,0.00047,0.0008
4465,39.14804,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.14804,39.14851,0.00047,,0.00029,0.00019,-0.0001
4466,39.14851,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.14851,39.1487,0.00019,,-0.0019,0.00208,0.00398
4467,39.1487,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.1487,39.15078,0.00208,,0.00208,0,-0.00208
4468,39.15078,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.15078,39.15078,0,,-0.00023,0.00023,0.00045
4469,39.15078,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.15078,39.15101,0.00023,,-0.00145,0.00167,0.00312
4470,39.15101,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.15101,39.15268,0.00167,,0.00143,0.00024,-0.0012
4471,39.15268,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.15268,39.15292,0.00024,,-0.00041,0.00065,0.00106
4472,39.15292,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.15292,39.15357,0.00065,,0.00065,0,-0.00065
4473,39.15357,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.15357,39.15357,0,,0,0,0
4474,39.15357,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.15357,39.15357,0,,-0.00033,0.00033,0.00066
4475,39.15357,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.15357,39.1539,0.00033,,-0.00352,0.00385,0.00738
4476,39.1539,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.1539,39.15775,0.00385,,0.00365,0.0002,-0.00345
4477,39.15775,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.15775,39.15795,0.0002,,-0.00203,0.00224,0.00427
4478,39.15795,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.15795,39.16019,0.00224,,0.00187,0.00037,-0.0015
4479,39.16019,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.16019,39.16056,0.00037,,0.00026,0.00012,-0.00014
4480,39.16056,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.16056,39.16067,0.00012,,-0.00032,0.00044,0.00076
4481,39.16067,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.16067,39.16111,0.00044,,0.0001,0.00034,0.00024
4482,39.16111,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.16111,39.16145,0.00034,,0.00024,0.0001,-0.00014
4483,39.16145,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.16145,39.16155,0.0001,,-0.00548,0.00558,0.01106
4484,39.16155,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.16155,39.16713,0.00558,,0.00522,0.00036,-0.00485
4485,39.16713,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.16713,39.16749,0.00036,,0.00024,0.00013,-0.00011
4486,39.16749,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.16749,39.16762,0.00013,,-0.00252,0.00265,0.00517
4487,39.16762,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.16762,39.17027,0.00265,,0.00235,0.0003,-0.00206
4488,39.17027,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.17027,39.17056,0.0003,,0.00019,0.0001,-0.00009
4489,39.17056,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.17056,39.17067,0.0001,,-0.00517,0.00527,0.01045
4490,39.17067,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.17067,39.17594,0.00527,,0.00501,0.00026,-0.00475
4491,39.17594,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.17594,39.1762,0.00026,,0.00016,0.0001,-0.00005
4492,39.1762,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.1762,39.17631,0.0001,,-0.00097,0.00108,0.00205
4493,39.17631,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.17631,39.17738,0.00108,,0.00075,0.00033,-0.00042
4494,39.17738,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.17738,39.17771,0.00033,,0.00017,0.00015,-0.00002
4495,39.17771,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.17771,39.17787,0.00015,,-0.0039,0.00406,0.00796
4496,39.17787,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.17787,39.18193,0.00406,,0.0037,0.00036,-0.00334
4497,39.18193,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.18193,39.18229,0.00036,,0.00023,0.00013,-0.00011
4498,39.18229,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.18229,39.18241,0.00013,,-0.00028,0.00041,0.00069
4499,39.18241,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.18241,39.18282,0.00041,,0.00001,0.0004,0.00039
4500,39.18282,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.18282,39.18322,0.0004,,0.00028,0.00011,-0.00017
4501,39.18322,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.18322,39.18333,0.00011,,-0.0034,0.00351,0.00691
4502,39.18333,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.18333,39.18685,0.00351,,0.00323,0.00028,-0.00295
4503,39.18685,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.18685,39.18712,0.00028,,0.00015,0.00013,-0.00003
4504,39.18712,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.18712,39.18725,0.00013,,-0.00328,0.00341,0.00669
4505,39.18725,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.18725,39.19066,0.00341,,0.00295,0.00046,-0.00249
4506,39.19066,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.19066,39.19111,0.00046,,0.00046,0,-0.00046
4507,39.19111,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.19111,39.19111,0,,-0.00018,0.00018,0.00036
4508,39.19111,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.19111,39.1913,0.00018,,-0.00105,0.00123,0.00228
4509,39.1913,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.1913,39.19252,0.00123,,0.00047,0.00076,0.00029
4510,39.19252,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.19252,39.19328,0.00076,,0.00076,0,-0.00076
4511,39.19328,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.19328,39.19328,0,,0,0,0
4512,39.19328,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.19328,39.19328,0,,-0.00037,0.00037,0.00074
4513,39.19328,92.223.95.95,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.19328,39.19365,0.00037,,0.00028,0.00009,-0.00019
4514,39.19365,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.19365,39.19374,0.00009,,-0.00179,0.00188,0.00367
4515,39.19374,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.19374,39.19562,0.00188,,0.00088,0.001,0.00013
4516,39.19562,192.168.43.13,92.223.95.95,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,39.19562,39.19663,0.001,,0.00064,0.00036,-0.00028
4517,39.19663,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.19663,39.19699,0.00036,,0.0002,0.00017,-0.00003
4518,39.19699,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.19699,39.19716,0.00017,,-0.0043,0.00447,0.00876
4519,39.19716,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,39.19716,39.20162,0.00447,,0.00406,0.00041,-0.00365
4520,39.20162,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.20162,39.20203,0.00041,,0.00024,0.00017,-0.00007
4521,39.20203,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,39.20203,39.2022,0.00017,,-0.0005,0.00067,0.00118
