No.,Time,Source,Destination,Protocol,Protocol,Protocol,Protocol,,,time 1,time 2,delay,,delay 1,delay 2,jitter 
2796,27.62319,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,27.62319,27.62343,0.00024,,0.00013,0.00011,-0.00002
2797,27.62343,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,27.62343,27.62354,0.00011,,-0.00026,0.00037,0.00063
2798,27.62354,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,27.62354,27.62391,0.00037,,0.00023,0.00014,-0.0001
2799,27.62391,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,27.62391,27.62405,0.00014,,-0.00025,0.00038,0.00063
2800,27.62405,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,27.62405,27.62443,0.00038,,0.00012,0.00027,0.00015
2801,27.62443,192.168.43.13,66.225.223.31,TCP,TCP,TCP,TCP,,,27.62443,27.6247,0.00027,,0.00011,0.00016,0.00005
2802,27.6247,192.168.43.13,66.225.223.31,TCP,TCP,TCP,TCP,,,27.6247,27.62486,0.00016,,-0.00052,0.00069,0.00121
2803,27.62486,192.168.43.13,66.225.223.31,TCP,TCP,TCP,TCP,,,27.62486,27.62555,0.00069,,0.00024,0.00045,0.00021
2804,27.62555,192.168.43.13,198.135.236.158,TCP,TCP,TCP,TCP,,,27.62555,27.62599,0.00045,,0.00033,0.00011,-0.00022
2805,27.62599,192.168.43.13,103.43.90.54,TCP,TCP,TCP,TCP,,,27.62599,27.6261,0.00011,,-0.00017,0.00029,0.00046
2806,27.6261,192.168.43.13,103.43.90.54,TCP,TCP,TCP,TCP,,,27.6261,27.62639,0.00029,,0.00013,0.00015,0.00002
2807,27.62639,192.168.43.13,103.43.90.54,TCP,TCP,TCP,TCP,,,27.62639,27.62655,0.00015,,-0.00051,0.00066,0.00117
2808,27.62655,192.168.43.13,103.43.90.54,TCP,TCP,TCP,TCP,,,27.62655,27.62721,0.00066,,0.00026,0.0004,0.00014
2809,27.62721,192.168.43.13,173.239.59.72,TCP,TCP,TCP,TCP,,,27.62721,27.62761,0.0004,,-0.00056,0.00096,0.00152
2810,27.62761,192.168.43.13,18.138.174.219,TCP,TCP,TCP,TCP,,,27.62761,27.62858,0.00096,,-0.05282,0.05378,0.1066
2811,27.62858,192.168.43.13,77.88.21.119,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,27.62858,27.68236,0.05378,,-0.09141,0.14519,0.2366
2813,27.68236,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,27.68236,27.82755,0.14519,,0.13146,0.01373,-0.11773
2814,27.82755,104.118.107.159,192.168.43.13,TCP,TCP,TCP,TCP,,,27.82755,27.84128,0.01373,,0.01353,0.0002,-0.01333
2815,27.84128,43.250.0.199,192.168.43.13,TCP,TCP,TCP,TCP,,,27.84128,27.84148,0.0002,,-0.0073,0.0075,0.01481
2816,27.84148,54.255.134.66,192.168.43.13,TCP,TCP,TCP,TCP,,,27.84148,27.84898,0.0075,,0.0073,0.0002,-0.0071
2817,27.84898,103.43.90.54,192.168.43.13,TCP,TCP,TCP,TCP,,,27.84898,27.84919,0.0002,,0.0002,0,-0.0002
2818,27.84919,103.43.90.19,192.168.43.13,TCP,TCP,TCP,TCP,,,27.84919,27.84919,0,,-0.00222,0.00222,0.00444
2819,27.84919,103.43.90.54,192.168.43.13,TCP,TCP,TCP,TCP,,,27.84919,27.85141,0.00222,,-0.18711,0.18933,0.37644
2820,27.85141,18.138.174.219,192.168.43.13,TCP,TCP,TCP,TCP,,,27.85141,28.04074,0.18933,,0.16881,0.02052,-0.1483
2821,28.04074,104.154.142.214,192.168.43.13,TCP,TCP,TCP,TCP,,,28.04074,28.06126,0.02052,,0.01009,0.01043,0.00034
2822,28.06126,198.135.236.158,192.168.43.13,TCP,TCP,TCP,TCP,,,28.06126,28.07169,0.01043,,-0.00009,0.01052,0.01061
2823,28.07169,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,28.07169,28.0822,0.01052,,0.00957,0.00095,-0.00863
2824,28.0822,66.225.223.31,192.168.43.13,TCP,TCP,TCP,TCP,,,28.0822,28.08315,0.00095,,0.00078,0.00016,-0.00062
2825,28.08315,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,28.08315,28.08331,0.00016,,-0.00253,0.00269,0.00523
2826,28.08331,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,28.08331,28.08601,0.00269,,0.00244,0.00025,-0.00219
2827,28.08601,66.225.223.31,192.168.43.13,TCP,TCP,TCP,TCP,,,28.08601,28.08626,0.00025,,-0.00853,0.00879,0.01732
2828,28.08626,173.239.59.72,192.168.43.13,TCP,TCP,TCP,TCP,,,28.08626,28.09505,0.00879,,0.00855,0.00024,-0.00831
2829,28.09505,70.42.32.31,192.168.43.13,TCP,TCP,TCP,TCP,,,28.09505,28.09528,0.00024,,-0.01149,0.01172,0.02321
2830,28.09528,70.42.32.31,192.168.43.13,TCP,TCP,TCP,TCP,,,28.09528,28.10701,0.01172,,0.01145,0.00027,-0.01118
2831,28.10701,77.88.21.119,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.10701,28.10728,0.00027,,-0.00007,0.00034,0.0004
2832,28.10728,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,28.10728,28.10761,0.00034,,-0.0009,0.00124,0.00214
2833,28.10761,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,28.10761,28.10885,0.00124,,-0.03826,0.0395,0.07776
2834,28.10885,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.10885,28.14835,0.0395,,-0.10614,0.14564,0.25178
2835,28.14835,192.168.43.13,77.88.21.119,TCP,TCP,TCP,TCP,,,28.14835,28.29399,0.14564,,-0.05449,0.20013,0.25462
2836,28.29399,192.168.43.13,172.253.118.101,TCP,TCP,TCP,TCP,,,28.29399,28.49412,0.20013,,0.1999,0.00023,-0.19968
2837,28.49412,104.118.154.121,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.49412,28.49435,0.00023,,0.00013,0.0001,-0.00003
2838,28.49435,104.118.154.121,192.168.43.13,TCP,TCP,TCP,TCP,,,28.49435,28.49445,0.0001,,-0.0011,0.0012,0.0023
2839,28.49445,192.168.43.13,104.118.154.121,TCP,TCP,TCP,TCP,,,28.49445,28.49565,0.0012,,-0.07599,0.07718,0.15317
2840,28.49565,172.253.118.101,192.168.43.13,TCP,TCP,TCP,TCP,,,28.49565,28.57283,0.07718,,0.07663,0.00055,-0.07608
2842,28.57283,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,28.57283,28.57338,0.00055,,0.00037,0.00018,-0.0002
2843,28.57338,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,28.57338,28.57356,0.00018,,0.00006,0.00012,0.00007
2844,28.57356,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,28.57356,28.57368,0.00012,,-0.00432,0.00444,0.00876
2845,28.57368,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.57368,28.57812,0.00444,,-0.20771,0.21215,0.41986
2846,28.57812,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.57812,28.79027,0.21215,,0.12633,0.08583,-0.0405
2848,28.79027,192.168.43.13,104.31.86.10,TCP,TCP,TCP,TCP,,,28.79027,28.8761,0.08583,,0.08517,0.00065,-0.08452
2849,28.8761,192.168.43.13,104.118.154.121,TCP,TCP,TCP,TCP,,,28.8761,28.87675,0.00065,,-0.01986,0.02052,0.04038
2850,28.87675,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,28.87675,28.89727,0.02052,,0.01794,0.00258,-0.01537
2851,28.89727,107.160.33.186,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.89727,28.89984,0.00258,,0.00247,0.0001,-0.00237
2852,28.89984,107.160.33.186,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.89984,28.89995,0.0001,,-0.07354,0.07364,0.14718
2853,28.89995,192.168.43.13,107.160.33.186,TCP,TCP,TCP,TCP,,,28.89995,28.97359,0.07364,,0.07345,0.00019,-0.07326
2854,28.97359,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.97359,28.97378,0.00019,,0.00012,0.00007,-0.00005
2855,28.97378,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.97378,28.97385,0.00007,,-0.00101,0.00108,0.00209
2856,28.97385,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,28.97385,28.97493,0.00108,,0.00092,0.00016,-0.00076
2857,28.97493,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.97493,28.97509,0.00016,,0.00003,0.00013,0.00009
2858,28.97509,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.97509,28.97522,0.00013,,-0.00002,0.00015,0.00017
2859,28.97522,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.97522,28.97537,0.00015,,0.00015,0,-0.00015
2860,28.97537,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,28.97537,28.97537,0,,0,0,0
2861,28.97537,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,28.97537,28.97537,0,,0,0,0
2862,28.97537,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,28.97537,28.97537,0,,0,0,0
2863,28.97537,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,28.97537,28.97537,0,,-0.00288,0.00288,0.00577
2864,28.97537,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,28.97537,28.97825,0.00288,,-0.06915,0.07204,0.14119
2865,28.97825,104.31.86.10,192.168.43.13,TCP,TCP,TCP,TCP,,,28.97825,29.05029,0.07204,,-0.00552,0.07756,0.08308
2869,29.05029,104.118.154.121,192.168.43.13,TCP,TCP,TCP,TCP,,,29.05029,29.12785,0.07756,,0.07565,0.00191,-0.07374
2870,29.12785,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,29.12785,29.12976,0.00191,,0.00168,0.00023,-0.00145
2871,29.12976,107.160.33.185,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.12976,29.12998,0.00023,,0.00013,0.0001,-0.00003
2872,29.12998,107.160.33.185,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.12998,29.13009,0.0001,,-0.01142,0.01152,0.02293
2873,29.13009,192.168.43.13,107.160.33.185,TCP,TCP,TCP,TCP,,,29.13009,29.1416,0.01152,,0.01134,0.00018,-0.01116
2874,29.1416,104.118.154.121,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.1416,29.14178,0.00018,,0.00012,0.00006,-0.00006
2875,29.14178,104.118.154.121,192.168.43.13,TCP,TCP,TCP,TCP,,,29.14178,29.14184,0.00006,,-0.17065,0.1707,0.34135
2876,29.14184,192.168.43.13,104.118.154.121,TCP,TCP,TCP,TCP,,,29.14184,29.31255,0.1707,,0.17043,0.00028,-0.17015
2904,29.31255,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,29.31255,29.31282,0.00028,,-0.00127,0.00155,0.00281
2905,29.31282,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,29.31282,29.31437,0.00155,,-0.09393,0.09548,0.18941
2906,29.31437,192.168.43.13,38.133.127.63,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.31437,29.40985,0.09548,,0.09531,0.00017,-0.09514
2908,29.40985,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,29.40985,29.41001,0.00017,,0.00017,0,-0.00017
2909,29.41001,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.41001,29.41001,0,,-0.01115,0.01115,0.0223
2910,29.41001,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,29.41001,29.42116,0.01115,,0.01092,0.00023,-0.01069
2911,29.42116,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,29.42116,29.42139,0.00023,,0.00023,0,-0.00023
2912,29.42139,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.42139,29.42139,0,,-0.00021,0.00021,0.00043
2913,29.42139,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.42139,29.42161,0.00021,,-0.01776,0.01798,0.03574
2914,29.42161,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,29.42161,29.43958,0.01798,,0.01778,0.0002,-0.01759
2918,29.43958,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,29.43958,29.43978,0.0002,,-0.00061,0.00081,0.00142
2919,29.43978,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,29.43978,29.44059,0.00081,,0.00081,0,-0.00081
2920,29.44059,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,29.44059,29.44059,0,,0,0,0
2921,29.44059,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.44059,29.44059,0,,-0.00041,0.00041,0.00081
2922,29.44059,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.44059,29.44099,0.00041,,-0.07144,0.07185,0.14329
2923,29.44099,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,29.44099,29.51284,0.07185,,0.07009,0.00176,-0.06833
2927,29.51284,192.168.43.13,104.118.154.121,TCP,TCP,TCP,TCP,,,29.51284,29.5146,0.00176,,-0.0585,0.06026,0.11876
2928,29.5146,192.168.43.13,172.217.194.94,TCP,TCP,TCP,TCP,,,29.5146,29.57485,0.06026,,0.06004,0.00022,-0.05982
2935,29.57485,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,29.57485,29.57508,0.00022,,-0.0008,0.00102,0.00182
2936,29.57508,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,29.57508,29.5761,0.00102,,-0.16032,0.16134,0.32167
2937,29.5761,192.168.43.13,38.133.127.63,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.5761,29.73744,0.16134,,0.1352,0.02614,-0.10906
2941,29.73744,104.118.154.121,192.168.43.13,TCP,TCP,TCP,TCP,,,29.73744,29.76358,0.02614,,0.02592,0.00022,-0.02571
2945,29.76358,172.217.194.94,192.168.43.13,TCP,TCP,TCP,TCP,,,29.76358,29.7638,0.00022,,-0.00053,0.00075,0.00128
2946,29.7638,192.168.43.13,172.217.194.94,TCP,TCP,TCP,TCP,,,29.7638,29.76454,0.00075,,-0.00569,0.00644,0.01212
2947,29.76454,192.168.43.13,172.217.194.94,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,29.76454,29.77098,0.00644,,0.00604,0.0004,-0.00564
2948,29.77098,38.133.127.63,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.77098,29.77138,0.0004,,0.0004,0,-0.0004
2949,29.77138,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,29.77138,29.77138,0,,-0.00021,0.00021,0.00041
2950,29.77138,38.133.127.63,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.77138,29.77158,0.00021,,-0.00056,0.00076,0.00132
2952,29.77158,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,29.77158,29.77234,0.00076,,0.00055,0.00021,-0.00033
2953,29.77234,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.77234,29.77256,0.00021,,0.00021,0,-0.00021
2954,29.77256,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,29.77256,29.77256,0,,0,0,0
2955,29.77256,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,29.77256,29.77256,0,,0,0,0
2956,29.77256,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,29.77256,29.77256,0,,0,0,0
2957,29.77256,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,29.77256,29.77256,0,,-0.00141,0.00141,0.00282
2958,29.77256,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.77256,29.77397,0.00141,,-0.22095,0.22236,0.44331
2959,29.77397,192.168.43.13,38.133.127.63,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,29.77397,29.99632,0.22236,,0.22105,0.00131,-0.21975
2972,29.99632,172.217.194.94,192.168.43.13,TCP,TCP,TCP,TCP,,,29.99632,29.99763,0.00131,,-0.00031,0.00161,0.00192
2973,29.99763,172.217.194.94,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,29.99763,29.99924,0.00161,,-0.0482,0.04981,0.09802
2974,29.99924,192.168.43.13,172.217.194.94,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,29.99924,30.04906,0.04981,,0.04937,0.00044,-0.04893
2977,30.04906,38.133.127.63,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.04906,30.0495,0.00044,,0.00044,0,-0.00044
2978,30.0495,38.133.127.63,192.168.43.13,TCP,TCP,TCP,TCP,,,30.0495,30.0495,0,,-0.00014,0.00014,0.00029
2979,30.0495,38.133.127.63,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.0495,30.04964,0.00014,,-0.00139,0.00154,0.00293
2980,30.04964,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,30.04964,30.05118,0.00154,,-0.17851,0.18004,0.35855
2981,30.05118,192.168.43.13,38.133.127.63,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.05118,30.23122,0.18004,,0.17088,0.00916,-0.16172
2995,30.23122,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.23122,30.24038,0.00916,,0.00892,0.00024,-0.00867
2996,30.24038,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.24038,30.24063,0.00024,,0.00024,0,-0.00024
2997,30.24063,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.24063,30.24063,0,,0,0,0
2998,30.24063,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.24063,30.24063,0,,-0.00017,0.00017,0.00033
2999,30.24063,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.24063,30.24079,0.00017,,0.00003,0.00013,0.0001
3000,30.24079,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.24079,30.24092,0.00013,,0.00013,0,-0.00013
3001,30.24092,172.217.194.94,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,30.24092,30.24092,0,,-0.00048,0.00048,0.00095
3002,30.24092,38.133.127.63,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.24092,30.2414,0.00048,,-0.00398,0.00446,0.00844
3003,30.2414,192.168.43.13,38.133.127.63,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.2414,30.24586,0.00446,,0.00415,0.00031,-0.00383
3004,30.24586,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.24586,30.24618,0.00031,,0.00021,0.00011,-0.0001
3005,30.24618,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.24618,30.24628,0.00011,,-0.00834,0.00844,0.01678
3006,30.24628,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.24628,30.25473,0.00844,,0.00796,0.00048,-0.00748
3007,30.25473,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.25473,30.25521,0.00048,,0.00032,0.00017,-0.00015
3008,30.25521,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.25521,30.25538,0.00017,,0.00002,0.00015,0.00013
3009,30.25538,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.25538,30.25552,0.00015,,0.00015,0,-0.00015
3010,30.25552,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.25552,30.25552,0,,-0.00011,0.00011,0.00023
3011,30.25552,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.25552,30.25564,0.00011,,-0.02582,0.02593,0.05175
3012,30.25564,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.25564,30.28157,0.02593,,-0.03847,0.06441,0.10288
3013,30.28157,192.168.43.13,172.217.194.94,TCP,TCP,TCP,TCP,,,30.28157,30.34598,0.06441,,0.06427,0.00013,-0.06414
3014,30.34598,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.34598,30.34611,0.00013,,0.00013,0,-0.00013
3015,30.34611,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.34611,30.34611,0,,0,0,0
3016,30.34611,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.34611,30.34611,0,,0,0,0
3017,30.34611,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.34611,30.34611,0,,0,0,0
3018,30.34611,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.34611,30.34611,0,,-0.16101,0.16101,0.32203
3019,30.34611,192.168.43.13,40.90.137.127,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.34611,30.50713,0.16101,,0.12022,0.0408,-0.07942
3020,30.50713,38.133.127.63,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.50713,30.54792,0.0408,,-0.1233,0.1641,0.2874
3021,30.54792,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,30.54792,30.71202,0.1641,,0.16159,0.00251,-0.15908
3022,30.71202,38.133.127.63,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.71202,30.71453,0.00251,,0.00232,0.00019,-0.00213
3023,30.71453,192.168.43.13,74.125.130.94,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.71453,30.71472,0.00019,,0.00006,0.00013,0.00006
3024,30.71472,192.168.43.13,74.125.130.94,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.71472,30.71485,0.00013,,0.00013,0,-0.00013
3025,30.71485,192.168.43.13,74.125.130.94,TCP,TCP,TCP,TCP,,,30.71485,30.71485,0,,-0.03858,0.03858,0.07715
3026,30.71485,192.168.43.13,74.125.130.94,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.71485,30.75342,0.03858,,-0.01783,0.05641,0.07424
3027,30.75342,192.168.43.13,38.133.127.63,TCP,TCP,TCP,TCP,,,30.75342,30.80983,0.05641,,0.0471,0.00931,-0.03778
3028,30.80983,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.80983,30.81914,0.00931,,0.00915,0.00016,-0.00899
3029,30.81914,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.81914,30.8193,0.00016,,0.00016,0,-0.00016
3030,30.8193,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.8193,30.8193,0,,-0.00014,0.00014,0.00027
3031,30.8193,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.8193,30.81944,0.00014,,0.00001,0.00013,0.00012
3032,30.81944,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.81944,30.81956,0.00013,,0.00003,0.0001,0.00007
3033,30.81956,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.81956,30.81966,0.0001,,0.00004,0.00006,0.00001
3034,30.81966,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.81966,30.81972,0.00006,,-0.00715,0.00721,0.01436
3035,30.81972,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.81972,30.82693,0.00721,,0.00698,0.00023,-0.00676
3036,30.82693,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.82693,30.82715,0.00023,,0.00014,0.00009,-0.00005
3037,30.82715,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.82715,30.82724,0.00009,,-0.00756,0.00765,0.01522
3038,30.82724,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.82724,30.8349,0.00765,,0.00739,0.00026,-0.00714
3039,30.8349,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.8349,30.83515,0.00026,,0.00026,0,-0.00026
3040,30.83515,40.90.137.127,192.168.43.13,TCP,TCP,TCP,TCP,,,30.83515,30.83515,0,,0,0,0
3041,30.83515,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.83515,30.83515,0,,-0.0002,0.0002,0.0004
3042,30.83515,40.90.137.127,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.83515,30.83535,0.0002,,-0.02088,0.02109,0.04197
3043,30.83535,192.168.43.13,40.90.137.127,TCP,TCP,TCP,TCP,,,30.83535,30.85644,0.02109,,0.02086,0.00022,-0.02064
3044,30.85644,104.118.107.159,192.168.43.13,TLSv1.3,TLSv1.4,TLSv1.5,TLSv1.6,,,30.85644,30.85666,0.00022,,0.00015,0.00007,-0.00009
3045,30.85666,104.118.107.159,192.168.43.13,TCP,TCP,TCP,TCP,,,30.85666,30.85673,0.00007,,-0.00013,0.00019,0.00032
3046,30.85673,192.168.43.13,104.118.107.159,TCP,TCP,TCP,TCP,,,30.85673,30.85692,0.00019,,-0.09193,0.09213,0.18406
3047,30.85692,192.168.43.13,104.118.107.159,TCP,TCP,TCP,TCP,,,30.85692,30.94905,0.09213,,0.09188,0.00024,-0.09164
3048,30.94905,74.125.130.94,192.168.43.13,TCP,TCP,TCP,TCP,,,30.94905,30.94929,0.00024,,0.00024,0,-0.00024
3049,30.94929,74.125.130.94,192.168.43.13,TCP,TCP,TCP,TCP,,,30.94929,30.94929,0,,0,0,0
3050,30.94929,74.125.130.94,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.94929,30.94929,0,,-0.00017,0.00017,0.00033
3051,30.94929,74.125.130.94,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.94929,30.94946,0.00017,,-0.00145,0.00162,0.00308
3052,30.94946,192.168.43.13,74.125.130.94,TCP,TCP,TCP,TCP,,,30.94946,30.95108,0.00162,,-0.00465,0.00627,0.01093
3053,30.95108,192.168.43.13,74.125.130.94,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.95108,30.95736,0.00627,,0.00606,0.00021,-0.00585
3054,30.95736,74.125.130.94,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,30.95736,30.95757,0.00021,,0.00014,0.00007,-0.00007
